question,answer,explanation,category
マルチキャストパケットを送信するサーバを何と呼びますか？,Sender,Senderは、マルチキャストパケットを送信するサーバのことです。,マルチキャスト
マルチキャストパケットを受信するクライアントを何と呼びますか？,Receiver,Receiverは、マルチキャストパケットを受信するクライアントのことです。,マルチキャスト
Senderのセグメント上に接続されているルータを何と呼びますか？,ファーストホップルータ,ファーストホップルータは、Senderのセグメント上に接続されているルータのことです。,マルチキャスト
Receiverのセグメント上に接続されているルータを何と呼びますか？,ラストホップルータ,ラストホップルータは、Receiverのセグメント上に接続されているルータのことです。,マルチキャスト
マルチキャストを送信するSenderへの方向を何と呼びますか？,Upstream,Upstreamは、マルチキャストを送信するSenderへの方向（上流）のことです。,マルチキャスト
マルチキャストを受信するReceiverへの方向を何と呼びますか？,Downstream,Downstreamは、マルチキャストを受信するReceiverへの方向（下流）のことです。,マルチキャスト
ディストリビューションツリーの生成と維持するためのプロトコルを何と呼びますか？,マルチキャストルーティングプロトコル,マルチキャストルーティングプロトコルは、ディストリビューションツリーの生成と維持するためのプロトコルです。,マルチキャスト
マルチキャストがルーティングされていくための経路を何と呼びますか？,ディストリビューションツリー,ディストリビューションツリーは、マルチキャストがルーティングされていくための経路（配布ツリー）のことです。,マルチキャスト
ルータとホストとの間でマルチキャストパケットをやりとりするプロトコルは何ですか？,IGMP,IGMPは、ルータとホストとの間でマルチキャストパケットをやりとりするプロトコルです。IGMPには、IGMPv1、IGMPv2、IGMPv3の3つのバージョンがあります。,マルチキャスト
マルチキャストのフレームをスイッチの全ポートからフラッディングさせないようにするスイッチ技術は何ですか？,IGMPスヌーピング,IGMPスヌーピングは、マルチキャストのフレームをスイッチの全ポートからフラッディングさせないように、マルチキャストのフレームをのぞき見して制御してくれるスイッチ技術です。,マルチキャスト
ユニキャスト伝送は何対何の通信ですか？,1対1の通信,ユニキャスト伝送は、1つの送信元から1つの宛先への伝送を行います。,マルチキャスト
マルチキャスト伝送は何対何の通信ですか？,1対Nの通信,マルチキャスト伝送は、1つの送信元から複数の宛先への伝送を行います。,マルチキャスト
マルチキャスト伝送において、パケットがルータでコピーされて形成されるツリーを何と呼びますか？,マルチキャストディストリビューションツリー（配送ツリー）,マルチキャストでは、1つのパケットがルータでコピーされ、枝分かれしてツリー状に形成されます。このツリーをマルチキャストディストリビューションツリーと呼びます。,マルチキャスト
ディストリビューションツリーはどのように形成されますか？,動的に形成,ディストリビューションツリーは、マルチキャストグループのメンバーが動的に参加、離脱することから、常に動的に形成されます。,マルチキャスト
Receiverがマルチキャストグループに参加するために、ラストホップルータに通知するプロトコルは何ですか？,IGMP,ReceiverはIGMPというプロトコルを使って、ラストホップルータに自身の存在を通知し、マルチキャストグループへの参加を通知します。,マルチキャスト
ルータ間でReceiverの存在を通知するために使用されるマルチキャストルーティングプロトコルは何ですか？,PIM,PIMを有効にしているルータは、ルータ間でPIMネイバーを確立し、IGMPによってReceiverの存在が分かれば、PIMネイバーに通知します。,マルチキャスト
Senderからのマルチキャストパケットは、どのようにReceiverへと送信されますか？,マルチキャストルーティングによりパケット転送,Senderから受信したマルチキャストパケットは、マルチキャストルーティングによってパケット転送されていきます。,マルチキャスト
マルチキャストパケットを転送すべきインターフェースが複数ある場合、ルータは何をしますか？,必要な数だけコピーして転送,マルチキャストパケットを転送すべきインターフェースが複数ある場合、ルータは1つのマルチキャストパケットを必要な数だけコピーして転送します。,マルチキャスト
ディストリビューションツリーは、ユニキャストのルーティングテーブルのように事前に作成した情報に基づき転送されますか？,いいえ,ディストリビューションツリーは、ユニキャストのルーティングテーブルのように事前に作成した情報に基づき転送されるのではなく、Receiverのマルチキャストグループの参加や、Senderからのマルチキャストパケットの送信により、動的に作成されます。,マルチキャスト
ディストリビューションツリーにおいて、ルータは何の情報を持つ必要がありますか？,マルチキャストを受信すべきインターフェースとマルチキャストを転送すべきインターフェースの情報,ディストリビューションツリーでは、ルータがマルチキャストを受信すべきインターフェースとマルチキャストを転送すべきインターフェースの情報を持つ必要があります。,マルチキャスト
IGMPの役割は何ですか？,ホストがルータに対して、マルチキャストグループへの参加、維持、離脱を通知するためのプロトコル,IGMPは、ホストがどのマルチキャストグループのメンバーであるかをルータに知らせ、マルチキャストルーティングを円滑に進めるために使用されます。,マルチキャスト
IGMPによって、マルチキャストルータは何を判断できますか？,LAN上のどのホストがマルチキャストグループのメンバーであるか,マルチキャストルータは、IGMPを通じて、ネットワーク内のどのホストが特定のマルチキャストグループに関心を持っているかを把握できます。,マルチキャスト
Receiverが自身のマルチキャストグループへの参加を通知する方法は何ですか？,IGMP,ReceiverはIGMPを使用して、ラストホップルータに自身のマルチキャストグループへの参加を通知します。,マルチキャスト
ラストホップルータはReceiverの存在を認識した後、何と連携しますか？,PIM等のマルチキャストルーティングプロトコル,ラストホップルータは、Receiverの存在を認識すると、PIMなどのマルチキャストルーティングプロトコルと連携して、マルチキャストパケットがReceiverに届くようにします。,マルチキャスト
SenderとReceiverが同一セグメントに配置されている場合、何が必要なくなりますか？,マルチキャストルーティングプロトコルとIGMP,同一セグメント内の場合、SenderがフラッディングするだけでReceiverが受信できるため、ルーティングプロトコルやIGMPは不要です。,マルチキャスト
IGMPには、大きく分けていくつのバージョンがありますか？,3つ（IGMPv1、IGMPv2、IGMPv3）,IGMPには、IGMPv1、IGMPv2、IGMPv3の3つの主要なバージョンがあり、それぞれ動作が異なります。,マルチキャスト
IGMPを使用する目的は何ですか？,マルチキャストグループのメンバーシップを管理するため,IGMPは、ホストがどのマルチキャストグループに参加または離脱するかをルータに通知し、効率的なマルチキャスト配信を実現します。,マルチキャスト
マルチキャスト通信において、SenderとReceiverが同一セグメントに存在する場合、マルチキャストフレームはどのようにしてReceiverに届きますか？,Senderがマルチキャストフレームをフラッディングする,同一セグメント内では、Senderが送信したマルチキャストフレームはネットワーク全体にフラッディングされ、Receiverがそれを受信します。,マルチキャスト
IGMPによってラストホップルータは何を作成しますか？,ディストリビューションツリー,ラストホップルータは、IGMPで得られた情報をもとにディストリビューションツリーを構築し、マルチキャストパケットを適切なReceiverに配信します。,マルチキャスト
IGMPはどの層のプロトコルですか？,ネットワーク層,IGMPは、TCP/IPプロトコルスイートのネットワーク層で動作し、IPマルチキャストをサポートします。,マルチキャスト
IGMPv1でIPプロトコル番号は何番ですか？,2,IGMPはIPでカプセル化されており、IPプロトコル番号は2です。,マルチキャスト
IGMPv1のメンバーシップクエリーのタイプは何ですか？,0x1,IGMPv1のタイプフィールドにおいて、メンバーシップクエリーは0x1で表されます。,マルチキャスト
IGMPv1のメンバーシップレポートのタイプは何ですか？,0x2,IGMPv1のタイプフィールドにおいて、メンバーシップレポートは0x2で表されます。,マルチキャスト
IGMPv1のグループアドレスは何ビットですか？,32ビット,IGMPv1のグループアドレスフィールドは32ビットです。,マルチキャスト
マルチキャストグループに参加するためにReceiverが送信するIGMPメッセージのタイプは何ですか？,メンバーシップレポート (0x2),Receiverは、マルチキャストグループに参加するために、メンバーシップレポート（タイプ0x2）をルータに送信します。これはIGMP Joinメッセージとも呼ばれます。,マルチキャスト
IGMPv1において、ルータがReceiverの存在を確認するために送信するメッセージは何ですか？,IGMPメンバーシップクエリー,マルチキャストルータは、Receiverの存在を確認するために、IGMPメンバーシップクエリーを送信します。,マルチキャスト
IGMPv1において、IGMPメンバーシップクエリーはどのIPアドレス宛に送信されますか？,224.0.0.1,IGMPv1において、IGMPメンバーシップクエリーは全てのマルチキャストホストを示す224.0.0.1宛てに送信されます。,マルチキャスト
Ciscoルータは、どのくらいの頻度でIGMPメンバーシップクエリーを送信しますか？,60秒ごと,Ciscoルータの場合、60秒ごとにIGMPメンバーシップクエリーを送信します。,マルチキャスト
IGMPv1において、ルータがIGMPテーブルのエントリを削除するまでの時間はどのくらいですか？,180秒,IGMPv1において、ルータは180秒以内にIGMPメンバーシップレポートを受信できない場合、IGMPテーブルのエントリを削除します。,マルチキャスト
IGMPv1において、Receiverがマルチキャストグループから離脱する際に、ルータに通知する仕組みはありますか？,ない,IGMPv1では、Receiverがマルチキャストのアプリケーションを終了しても、ルータ側に通知する仕組みはありません。,マルチキャスト
IGMPv2でIPプロトコル番号は何番ですか？,2,IGMPはIPでカプセル化されており、IPプロトコル番号は「2」です。,マルチキャスト
IGMPv2のタイプフィールドに含まれるメッセージタイプを4つ挙げてください。,メンバーシップクエリー、v1メンバーシップレポート、v2メンバーシップレポート、リーブグループ,"IGMPv2のタイプフィールドには、メンバーシップクエリー(0x11), v1メンバーシップレポート(0x12), v2メンバーシップレポート(0x16), リーブグループ(0x17)があります。",マルチキャスト
IGMPv2で、クエリーを受信後にレポートを返すまでの最大応答時間を設定するフィールドは何ですか？,最大応答時間,最大応答時間フィールドは、クエリーを受信後にレポートを返すまでの最大応答時間を設定します。,マルチキャスト
IGMPv2のグループアドレスフィールドで、ジェネラルクエリーの場合の値は何ですか？,0.0.0.0,ジェネラルクエリーの場合、グループアドレスフィールドは0.0.0.0になります。,マルチキャスト
IGMPv1と互換性のあるIGMPv2に追加された4つの機能は何ですか？,クエリインターバルの最大応答時間、クエリア選択の概念、リーブグループメッセージの定義、グループスペシフィッククエリの定義,IGMPv2では、IGMPv1との互換性を保ちつつ、クエリインターバルの最大応答時間、クエリア選択の概念、リーブグループメッセージの定義、グループスペシフィッククエリの定義という4つの機能が追加されました。,マルチキャスト
マルチキャストグループに参加するために、Receiverがルータに送信するIGMPメッセージのタイプは何ですか？,メンバーシップレポート (type 0x16),マルチキャストグループに参加するために、ReceiverはIGMPメンバーシップレポート（type 0x16）をルータに送信します。これはIGMP Joinメッセージとも呼ばれます。,マルチキャスト
CiscoルータでIGMPテーブルを確認する際に使用するコマンドは何ですか？,show ip igmp groups,Ciscoルータでは、`show ip igmp groups`コマンドを使用してIGMPテーブルを確認できます。,マルチキャスト
IGMPv1とIGMPv2で、ルータが定期的に送信するIGMPメンバーシップクエリーの宛先アドレスは何ですか？,224.0.0.1,ルータは、全てのマルチキャストホストを示す224.0.0.1宛てにIGMPメンバーシップクエリー（ジェネラルクエリー）を送信します。,マルチキャスト
IGMPv2において、1つのサブネット上に複数のルータが存在する場合、IGMPクエリアとなるルータはどのように決定されますか？,最も小さいIPアドレスを持つルータ,IGMPv2では、1つのサブネット上に複数のルータが存在する場合、そのサブネット上で最も小さいIPアドレスを持つルータがIGMPクエリアとなります。,マルチキャスト
IGMPv2で、Receiverがマルチキャストグループから離脱する際にルータに送信するメッセージは何ですか？,IGMPリーブグループメッセージ,IGMPv2では、Receiverはマルチキャストグループから離脱する際に、全てのマルチキャストルータ（224.0.0.2）宛てにIGMPリーブグループメッセージを送信します。,マルチキャスト
IGMPv3でIPカプセル化された際のIPプロトコル番号は何番ですか？,2,IGMPはIPでカプセル化されており、IPプロトコル番号は2です。,マルチキャスト
IGMPv3のメンバーシップクエリーのタイプフィールドの値は何ですか？,0x11,IGMPv3のメンバーシップクエリーのタイプフィールドの値は0x11です。,マルチキャスト
IGMPv3のメンバーシップレポートのタイプフィールドの値は何ですか？,0x22,IGMPv3のメンバーシップレポートのタイプフィールドの値は0x22です。,マルチキャスト
IGMPv3のジェネラルクエリーにおけるグループアドレスの値は何ですか？,0.0.0.0,ジェネラルクエリーの場合、グループアドレスは0.0.0.0です。,マルチキャスト
IGMPv3のクエリーメッセージ受信後に通常のタイマー更新を実行しないことを示すSフラグの値は何ですか？,0,クエリーメッセージの受信後に通常のタイマー更新を実行しない場合、Sフラグは0です。,マルチキャスト
IGMPv3のグループレコードのレコードタイプで、MODE_IS_INCLUDEを示す値は何ですか？,1,グループレコードのレコードタイプで、MODE_IS_INCLUDEは1です。,マルチキャスト
IGMPv3のグループレコードのレコードタイプで、MODE_IS_EXCLUDEを示す値は何ですか？,2,グループレコードのレコードタイプで、MODE_IS_EXCLUDEは2です。,マルチキャスト
IGMPv1とIGMPv2では、Receiverがマルチキャストグループに参加する時、IGMPメンバーシップレポートには何をを指定していましたか？,参加するマルチキャストグループアドレスのみ,IGMPv1とIGMPv2では、Receiverがマルチキャストグループに参加する時、IGMPメンバーシップレポートには参加するマルチキャストグループアドレスのみを指定していました。,マルチキャスト
IGMPv3における送信元IPアドレスを指定したマルチキャストパケットの受信を何と呼びますか？,ソースフィルタ,IGMPv3における送信元IPアドレスを指定したマルチキャストパケットの受信をソースフィルタと呼びます。,マルチキャスト
IGMPv3のソースフィルタには、どのようなフィルターモードがありますか？,INCLUDEモードとEXCLUDEモード,IGMPv3のソースフィルタには、INCLUDEモードとEXCLUDEモードの2つのフィルターモードがあります。,マルチキャスト
IGMPスヌーピングとはどのような機能ですか？,IGMP Joinメッセージを盗み見（スヌーピング）することにより、参加したいマルチキャストグループのアドレスを識別し、どのスイッチポートにどのマルチキャストグループのReceiverがいるのか認識して、適切にマルチキャストパケットを転送できる機能です。,IGMPスヌーピングは、L2スイッチがマルチキャストトラフィックを効率的に転送するために使用する技術です。IGMP Joinメッセージを監視することで、特定のマルチキャストグループに関心のあるホストがいるポートのみにトラフィックを転送します。,マルチキャスト
L2スイッチのデフォルト設定では、マルチキャストフレームはどのように処理されますか？,ブロードキャストフレームと同様に、同一セグメント上の全てのポートにフラッディングされます。,デフォルトでは、L2スイッチは受信したマルチキャストフレームを、MACアドレステーブルに宛先MACアドレスのエントリがない場合、全てのポートに転送します。これは、不要なトラフィックを発生させる可能性があります。,マルチキャスト
IGMPスヌーピング機能を利用することで、L2スイッチは何を学習しますか？,マルチキャストIPアドレスに対応したマルチキャストMACアドレスをMACアドレステーブルに登録します。,IGMPスヌーピングを有効にすると、L2スイッチはIGMP Joinメッセージを解析し、マルチキャストIPアドレスと対応するMACアドレスの関連を学習し、MACアドレステーブルに登録します。,マルチキャスト
IGMPスヌーピング機能は、どのようなメッセージをのぞき見（スヌーピング）しますか？,IGMP Joinメッセージ（メンバーシップレポート）,IGMPスヌーピングは、ホストが送信するIGMP Joinメッセージを監視し、どのホストがどのマルチキャストグループに参加したいかを把握します。,マルチキャスト
IGMPスヌーピング機能がない場合、マルチキャストパケットはどのように転送されますか？,必要としないReceiverにもフレームが転送されてしまう。,IGMPスヌーピングがない場合、L2スイッチはマルチキャストパケットをすべてのポートにフラッディングするため、マルチキャストグループに参加していないホストにもパケットが送信されてしまいます。,マルチキャスト
IGMPスヌーピングによって、マルチキャストフレームはどこに転送されるようになりますか？,マルチキャストフレームを必要とするReceiverにのみフレームを転送できるようになります。,IGMPスヌーピングにより、L2スイッチはどのポートが特定のマルチキャストグループのメンバーであるかを把握し、関連するトラフィックをそれらのポートのみに転送します。,マルチキャスト
L2スイッチは通常、フレームのどの部分を見て転送処理を行いますか？,イーサネットフレームのヘッダ,通常のL2スイッチは、フレームのヘッダに含まれる宛先MACアドレスに基づいてフレームを転送します。,マルチキャスト
IGMPスヌーピングを有効化することで、L2スイッチは他に何を見るようになりますか？,IGMP Joinメッセージ（メンバーシップレポート）,IGMPスヌーピングを有効にすると、L2スイッチはIGMP Joinメッセージを解析し、マルチキャストグループへの参加情報を収集します。,マルチキャスト
なぜマルチキャストフレームを全てのポートにフラッディングすることが問題なのですか？,無駄なトラフィックが発生してしまう。,全てのポートにフラッディングすると、マルチキャストグループに関心のないホストにもトラフィックが送信され、ネットワーク帯域を無駄に消費してしまいます。,マルチキャスト
マルチキャストMACアドレスは、どのようなプレフィックスで始まることが多いですか？,01-00-5E,01-00-5Eは、IETFによって予約されたMACアドレスのOUI（組織固有識別子）であり、マルチキャストMACアドレスのプレフィックスとして一般的に使用されます。,マルチキャスト
ディストリビューションツリーには何種類ありますか？,送信元ツリーと共有ツリーの2種類があります。,ディストリビューションツリーは、マルチキャストにおけるデータの配信経路を指し、送信元ごとに経路を構築する送信元ツリーと、特定のルータ（RP）を中心に経路を共有する共有ツリーの2種類が存在します。,マルチキャスト
送信元ツリーの利点は何ですか？,SenderとReceiverを結ぶ最適パスが形成されるため、トラフィック転送の遅延を抑えられます。,送信元ツリーは、送信元ごとに個別のディストリビューションツリーを構築するため、送信元から受信者への最短経路が形成されやすく、データ転送の遅延を抑制できます。,マルチキャスト
送信元ツリーの欠点は何ですか？,ルータのリソース消費が問題になる場合があります。,送信元ツリーは、送信元ごとにツリーのパス情報を保持するため、送信元やマルチキャストグループが多い場合、ルータのメモリやCPUなどのリソースを大量に消費する可能性があります。,マルチキャスト
送信元ツリーは、別名何と呼ばれていますか？,SPT（Shortest Path Tree）,送信元ツリーは、常に最短パスでデータ転送を行うため、Shortest Path Tree（SPT）と呼ばれます。これは、最適な経路でデータが配信されることを意味します。,マルチキャスト
共有ツリーは、誰を中心にディストリビューションツリーを作成しますか？,RP（Rendezvous Point）と呼ばれる特定のルータ,共有ツリーは、RP（Rendezvous Point）と呼ばれる特定のルータを中心に、複数の送信者で共通のディストリビューションツリーを構築します。これにより、ツリーの管理が容易になります。,マルチキャスト
共有ツリーの利点は何ですか？,ルータの負荷が少ない点です。,共有ツリーは、複数の送信者で1つのツリーを共有するため、ルータが保持するツリー情報が少なく、ルータの負荷を軽減することができます。,マルチキャスト
共有ツリーの欠点は何ですか？,SenderとReceiverを結ぶパスが最短パスにならない点や、配送に遅延が発生する可能性がある点です。,共有ツリーは、RPを経由してデータが転送されるため、送信元と受信者間の経路が必ずしも最短にならず、RPの配置場所によってはデータ転送の遅延が発生する可能性があります。,マルチキャスト
共有ツリーでは、全て送信元が共通の１つのツリーを使用することからどのような形式で表示されますか？,"（ *, G ）形式","共有ツリーでは、送信元を特定せず、マルチキャストグループのみを指定するため、（*, G）形式で表記されます。これは、任意の送信元から特定のグループへの配信を意味します。",マルチキャスト
マルチキャストルーティングプロトコル - Denseモードは、送信元ツリーと共有ツリーのどちらを使用しますか？,送信元ツリー,Denseモードでは、送信元ツリーを使用して、マルチキャストパケットを転送します。このモードは、ネットワーク内にマルチキャストグループのメンバーが比較的密集している場合に適しています。,マルチキャスト
マルチキャストルーティングプロトコル - Sparseモードは、送信元ツリーと共有ツリーのどちらを使用しますか？,送信元ツリーと共有ツリーを組み合わせて使用,Sparseモードでは、共有ツリーを基本として使用し、必要に応じて送信元ツリーに切り替えることで、効率的なマルチキャスト配信を実現します。このモードは、ネットワーク内にマルチキャストグループのメンバーが分散している場合に適しています。,マルチキャスト
マルチキャストルーティングプロトコルの2つの主要な動作モードは何ですか？,DenseモードとSparseモード,マルチキャストルーティングプロトコルには、DenseモードとSparseモードの2つの主要なモードがあります。,マルチキャスト
Denseモードはどのようなネットワーク環境で使用されますか？,マルチキャストグループのメンバーが高密度に位置し、ネットワーク帯域幅に余裕がある場合,Denseモードは、マルチキャストグループのメンバーがネットワークに高密度に位置し、ネットワーク帯域幅に余裕がある場合に使用されます。,マルチキャスト
Sparseモードはどのようなネットワーク環境で使用されますか？,マルチキャストグループのメンバーがネットワークに散在し、ネットワーク帯域幅に余裕がない場合,Sparseモードは、マルチキャストグループのメンバーがネットワークに散在し、ネットワーク帯域幅に余裕がない場合に使用されます。,マルチキャスト
Denseモードで使用されるツリーは何ですか？,送信元ツリー,Denseモードでは、送信元ツリーが使用されます。,マルチキャスト
Sparseモードで使用されるツリーは何ですか？,送信元ツリーと共有ツリー,Sparseモードでは、送信元ツリーと共有ツリーを組み合わせて使用します。,マルチキャスト
Denseモードのマルチキャストルーティングプロトコルは何を定期的に行いますか？,フラッディング,Denseモードのマルチキャストルーティングプロトコルでは、マルチキャストのトラフィックを定期的にフラッディングします。,マルチキャスト
Denseモードのマルチキャストルーティングプロトコルの例を3つ挙げてください。,PIM-DM、DVMRP、MOSPF,Denseモードのマルチキャストルーティングプロトコルには、PIM-DM、DVMRP、MOSPFなどがあります。,マルチキャスト
Denseモードの基本的な共通動作は何ですか？,Flood & Prune,Denseモードの基本的な共通動作は、Flood & Pruneという動作です。,マルチキャスト
Sparseモードは、DenseモードのFlood & Pruneモデルに対して何と呼ばれていますか？,Explicit Join（明示的な参加）モデル,Sparseモードは、DenseモードのFlood & Pruneモデルに対して、Explicit Join（明示的な参加）モデルです。,マルチキャスト
Sparseモードのマルチキャストルーティングプロトコルの例を2つ挙げてください。,PIM-SM、CBT,Sparseモードのマルチキャストルーティングプロトコルには、PIM-SM、CBTがあります。,マルチキャスト
RPF checkとは何ですか？,受信したマルチキャストパケットの送信元IPアドレスとユニキャストのルーティングテーブルを見て、Senderから最短ルートで転送されたものであるかを確認し、最短ルートで転送されたマルチキャストパケットではない場合はそれを破棄する機能です。,RPF（Reverse Path Forwarding）check は、マルチキャストルーティングにおけるパケットの重複受信やループを回避するために使用されます。,マルチキャスト
RPFチェックは何を回避するために行われますか？,マルチキャストルーティングにおけるパケットの重複受信やループ,RPFチェックがないと、マルチキャストパケットが重複して届いてしまう構成で問題が発生します。,マルチキャスト
RPFチェックで使用される送信元IPアドレスは何ですか？,SenderのIPアドレス,受信するマルチキャストの送信元IPアドレスは「SenderのIPアドレス」です。,マルチキャスト
RPFチェックが成功する条件は何ですか？,SenderのIPアドレスに到達するための出力インターフェースと、マルチキャストパケットを受信したインターフェースとが一致すること。,このSenderのIPアドレスに到達するための出力インターフェースと、マルチキャストパケットを受信したインターフェースとが一致すれば、受信したマルチキャストは最短経路でルーティングされてきたと見なしRPFチェックは成功します。,マルチキャスト
RPFチェックはどのルータで行われる動作ですか？,全てのマルチキャストルータ,このRPFチェックは全てのマルチキャストルータでデフォルトで行われる動作です。,マルチキャスト
RPFインターフェースとは何ですか？,RPFチェックが成功するインターフェース,RPFチェックが成功するインターフェースのことを、RPFインターフェースと言います。,マルチキャスト
同じ宛先ネットワークに複数のルートが存在する場合、RPFインターフェースはどのように決定されますか？,ネクストホップアドレスの値が大きいルート情報の出力インターフェース,同じ宛先ネットワークに複数のルートが存在する場合には、ネクストホップアドレスの値が大きいルート情報の出力インターフェースがRPFインターフェースとなります。,マルチキャスト
複数の等コストパスのルートがある場合、RPFインターフェースの数はいくつになりますか？,常に1つだけ,複数の等コストパスのルートがあっても、RPFインターフェースは常に1つだけとなります。,マルチキャスト
ユニキャスト伝送とマルチキャスト伝送の違いは何ですか？,ユニキャスト伝送では宛先アドレスを見るのに対し、マルチキャスト伝送では送信元アドレスを見る。,ユニキャスト伝送では、インターフェースに着信したユニキャストパケットの宛先アドレスを見て転送します。マルチキャスト伝送では、インターフェースに着信したマルチキャストパケットの「送信元アドレス」を先ず見ます。,マルチキャスト
R2において、SenderのIPアドレスに到達するための最短経路が2つある場合、RPFインターフェースはどのように決定されますか？,ネクストホップアドレスの値が大きいルート情報が選択され、その出力インターフェースがRPFインターフェースとなる,ネクストホップアドレスの値が大きいルート情報は「ネクストホップアドレスが 192.168.2.254 のルート」となります。従って、R2では「 GigabitEthernet0/2 」がRPFインターフェースとなります。,マルチキャスト
SSMとは、どのようなマルチキャスト通信の実装ですか？,one-to-manyのマルチキャスト通信で効率よくパケット転送できる実装,SSM（Source Specific Multicast）は、PIM-SMから派生したモードであり、「one-to-many」のマルチキャスト通信で効率よくパケット転送できる実装です。,マルチキャスト
PIM-SMにおいて作成されるエントリにはどのようなものがありますか？SSMではどうですか？,"PIM-SMでは（*,G）エントリを作成しますが、SSMでは（S,G）エントリのみを作成します。","SSMはPIM-SMとは異なり、（*,G）エントリを作成せずに、（S,G）エントリのみを作成してSenderからReceiverへとマルチキャストパケットをルーティングします。",マルチキャスト
SSMを実装する前提として、ルータ側とReceiver側は何をサポートしている必要がありますか？,ルータ側ではPIM-SSMを、Receiver側ではIGMPv3をサポートしている必要があります。,SSMを実装する前提として、ルータ側ではPIM-SSMをサポートしている必要があり、Receiver側ではIGMPv3をサポートしている必要があります。,マルチキャスト
IGMPv3のINCLUDEモードとEXCLUDEモードの違いは何ですか？,INCLUDEは「指定したSenderから指定したマルチキャストパケットを受信する」という意味で、EXCLUDEは「指定したSender以外から、指定したマルチキャストパケットを受信する」という意味です。,INCLUDEは「指定したSenderから指定したマルチキャストパケットを受信する」という意味、EXCLUDEは「指定したSender以外から、指定したマルチキャストパケットを受信する」という意味となります。,マルチキャスト
"Receiverから送信される（S,G）シグナリングは、一般的にどのプロトコルで生成されますか？",IGMPv3,"Receiver側からの（S,G）シグナリングは、一般的にIGMPv3を使用します。",マルチキャスト
SSMの動作において、Receiverからラストホップルータへ送信されるメッセージは何ですか？,"IGMPv3（S,G）Joinメッセージ","ReceiverからラストホップルータへIGMPv3（S,G）Joinメッセージを送信します。",マルチキャスト
PIM-SMを実装する場合と異なり、SSMによりマルチキャストルーティングを行う場合、各ルータにおいて設定する必要がないものは何ですか？,RPアドレス,SSMによりマルチキャストルーティングを行うマルチキャストグループでは、RPアドレスの設定は必要ありません。,マルチキャスト
SSMを使用することで、PIM-SMと比較してどのようなセキュリティ上の利点がありますか？,不正なSenderからのマルチキャストパケットを受信せずに済み、DoS攻撃を防げます。,SSMの場合は特定のソース（Source Specific）のマルチキャストグループに参加してReceiverはパケットを受信することになり、不正なSenderからのマルチキャストパケットを受信せずに済み、DoS攻撃を防げます。,マルチキャスト
SSMで使用するマルチキャストアドレスの範囲はどこからどこまでですか？,232.0.0.0 〜 232.255.255.255,SSMで使用するマルチキャストアドレスは「232.0.0.0 〜 232.255.255.255」の範囲です。,マルチキャスト
SSMとISMを一緒に使用することは可能ですか？,可能です,マルチキャストグループアドレス範囲の設定済みのサブセットにSSM配信モデルを適用することで、SSMとISM（Internet Standard Multicast サービス）を一緒に使用することは可能です。,マルチキャスト
仮想化とは何ですか？,サーバなどのハードウェアリソースを、物理的な構成にとらわれずに論理的に統合や分割することができる技術のことです。,仮想化技術は、CPU、メモリ、HDDなどのハードウェアリソースを柔軟に扱うことを可能にします。,仮想化技術
サーバ仮想化のメリットは何ですか？,サーバ台数の削減、ハードウェアリソースの効率利用、サーバ環境のカプセル化などがあります。,サーバ仮想化により、コスト削減、リソースの最適化、柔軟なシステム運用が実現できます。,仮想化技術
サーバ仮想化ソフトの2つの主な種類は何ですか？,ホストOS型とハイパーバイザー型です。,ホストOS型は既存のOS上で動作し、ハイパーバイザー型はハードウェア上で直接動作します。,仮想化技術
ホストOS型の仮想化ソフトのメリットは何ですか？,手軽に構築できることが最大のメリットです。,ホストOS型は既存の環境に容易に導入できるため、導入のハードルが低いのが特徴です。,仮想化技術
ハイパーバイザー型の仮想化ソフトのメリットは何ですか？,オーバヘッドが小さく、ハードウェアリソースを柔軟に管理可能です。,ハイパーバイザー型はハードウェア上で直接動作するため、高いパフォーマンスを発揮できます。,仮想化技術
ハイパーバイザー型の仮想化ソフトの例を3つ挙げてください。,VMware ESX、Microsoft Hyper-V、Citrix XenServer,これらはエンタープライズ環境で広く利用されている代表的なハイパーバイザーです。,仮想化技術
ホストOS型の仮想化ソフトの例を3つ挙げてください。,VMware Workstation/Player/Fusion、Oracle VirtualBox,これらは個人利用や開発環境でよく利用される仮想化ソフトウェアです。,仮想化技術
仮想サーバとは何ですか？,ソフトウェアで実現した1台の仮想的なコンピュータシステムです。,仮想サーバは、物理的なマシンと同様に動作し、OSやアプリケーションを実行できます。,仮想化技術
ハイパーバイザー型の仮想化ソフトの2つのタイプは何ですか？,モノリシック型とマイクロカーネル型です。,これらのタイプは、ハードウェアへのアクセス方法が異なります。,仮想化技術
ゲストOSとは何ですか？,仮想サーバ上にインストールするOSのことです。,各仮想サーバは独立しており、それぞれ異なるゲストOSをインストールできます。,仮想化技術
仮想サーバには何が割り当てられますか？,仮想NIC（vNIC）,それぞれの仮想サーバには仮想NIC（vNIC）が割り当てられ、仮想スイッチに接続されます。,仮想化技術
物理サーバのNICを集約する場合、最低でもどのくらいの速度が必要ですか？,1Gbps,物理サーバのNICは、最低でも1Gbpsにし、仮想サーバの数やアプリケーションにより10GbpsのNICを搭載します。,仮想化技術
